system:index,class,.geo
0,0,"{""type"":""Polygon"",""coordinates"":[[[101.12770763898315,4.588201160475095],[101.1276432659668,4.585228096036066],[101.1341449406189,4.585249485033063],[101.13410202527467,4.5880514381014565],[101.12770763898315,4.588201160475095]]]}"
1,0,"{""type"":""Polygon"",""coordinates"":[[[101.13639549070248,4.568831687659654],[101.13635257535823,4.566906631216356],[101.14165262037166,4.566949410304562],[101.14175990873225,4.568788908683723],[101.13639549070248,4.568831687659654]]]}"
2,0,"{""type"":""Polygon"",""coordinates"":[[[101.10429075004473,4.558497453170845],[101.10478427650347,4.555182027258058],[101.10677984001056,4.5554387059392365],[101.10662963630573,4.556465419747763],[101.10796001197711,4.556572369018493],[101.10718753578081,4.558861079598429],[101.10429075004473,4.558497453170845]]]}"
3,0,"{""type"":""Polygon"",""coordinates"":[[[101.11079841071827,4.554828929626826],[101.10800891334279,4.553545534216772],[101.10914616996509,4.5523904763902046],[101.1102834265874,4.552903835653149],[101.11236482078296,4.550743446282718],[101.11384540015919,4.552219356554497],[101.11079841071827,4.554828929626826]]]}"
4,0,"{""type"":""Polygon"",""coordinates"":[[[101.08292341835023,4.530126222043237],[101.08292341835023,4.528479141110514],[101.08350277549746,4.528436359737614],[101.08348131782533,4.527195698823014],[101.08539105064395,4.527281261713009],[101.08551979667665,4.529933706283654],[101.08292341835023,4.530126222043237]]]}"
5,0,"{""type"":""Polygon"",""coordinates"":[[[101.0636280812748,4.5397106056510275],[101.06332767386513,4.537314882104922],[101.06706130881386,4.536844292616972],[101.06740463156778,4.538641087193335],[101.0668681897648,4.538641087193335],[101.0668681897648,4.539304188823813],[101.0636280812748,4.5397106056510275]]]}"
6,0,"{""type"":""Polygon"",""coordinates"":[[[101.06278082968029,4.598574017569439],[101.06303832174572,4.594531561237076],[101.06602093817027,4.595173222503226],[101.06584927679332,4.598360131565614],[101.06278082968029,4.598574017569439]]]}"
7,0,"{""type"":""Polygon"",""coordinates"":[[[101.05782410742077,4.603814204595043],[101.0577597344044,4.600434823092635],[101.05975529791148,4.600477600173935],[101.0597767555836,4.603685873945014],[101.05782410742077,4.603814204595043]]]}"
8,0,"{""type"":""Polygon"",""coordinates"":[[[101.12651892270598,4.637384367289797],[101.12604685391936,4.634561221291174],[101.13199062909638,4.633556007493151],[101.13241978253876,4.636357770050011],[101.12651892270598,4.637384367289797]]]}"
9,0,"{""type"":""Polygon"",""coordinates"":[[[101.10025861153196,4.651371890063805],[101.09656789192748,4.647864412872987],[101.0990784395654,4.645597375644103],[101.10287644753049,4.649618153651255],[101.10025861153196,4.651371890063805]]]}"
10,0,"{""type"":""Polygon"",""coordinates"":[[[100.72493314032752,4.811773647936664],[100.72394608741006,4.808822918969068],[100.72866677527625,4.809293325893154],[100.7290530133744,4.810854219267629],[100.72493314032752,4.811773647936664]]]}"
11,0,"{""type"":""Polygon"",""coordinates"":[[[100.73538108036992,4.833109301500727],[100.73353572056769,4.830842871866169],[100.737376643877,4.826587950486498],[100.73977990315436,4.830735964620771],[100.73538108036992,4.833109301500727]]]}"
12,0,"{""type"":""Polygon"",""coordinates"":[[[100.70740078593194,4.854664617064894],[100.70980404520927,4.852441021200356],[100.71255062724053,4.855926076845204],[100.71091984415946,4.85710201180363],[100.70740078593194,4.854664617064894]]]}"
13,0,"{""type"":""Polygon"",""coordinates"":[[[100.72167280848194,4.891654438737535],[100.72184446985891,4.88904613253161],[100.7272088878887,4.8910344324451405],[100.72632912333181,4.892466859906692],[100.72167280848194,4.891654438737535]]]}"
14,0,"{""type"":""Polygon"",""coordinates"":[[[100.70071427153287,4.8848395741562],[100.70067135618865,4.883300231475957],[100.70603577421844,4.88282987606327],[100.70625035093961,4.886378913301931],[100.70440499113737,4.886400292987394],[100.70427624510465,4.88441197932173],[100.70071427153287,4.8848395741562]]]}"
15,0,"{""type"":""Polygon"",""coordinates"":[[[100.71027054106834,4.821324872171933],[100.70857538497093,4.820918618852059],[100.71132196700218,4.816257379170413],[100.71258796965719,4.817134036780363],[100.71027054106834,4.821324872171933]]]}"
16,0,"{""type"":""Polygon"",""coordinates"":[[[100.7034040859902,4.825537063323359],[100.69975628172996,4.8245107450446945],[100.70050730025413,4.822287050118242],[100.70413364684225,4.82363409695291],[100.7034040859902,4.825537063323359]]]}"
